79.4293216,13.6272954,smooth 
79.4295972,13.6275183,smooth 
79.4295732,13.6276247,smooth 
79.4295408,13.6277179,smooth 
79.4295138,13.627777,smooth 
79.4294848,13.6278321,smooth 
79.4294578,13.6278845,smooth 
79.4294301,13.6279373,smooth 
79.4294003,13.6279886,smooth 
79.4293739,13.6280409,smooth 
79.4293467,13.6280894,smooth 
79.4293177,13.6281384,smooth 
79.4292876,13.628189,smooth 
79.4292555,13.6282394,smooth 
79.4292221,13.6282904,smooth 
79.4291871,13.6283439,smooth 
79.4291539,13.628398,smooth 
79.4291191,13.6284509,smooth 
79.429085,13.628505,smooth 
79.4290493,13.6285592,smooth 
79.4290138,13.6286138,smooth 
79.4289771,13.6286698,smooth 
79.4289388,13.6287307,smooth 
79.4289,13.6287932,smooth 
79.4288584,13.6288569,smooth 
79.4288158,13.6289177,smooth 
79.4287656,13.628978,smooth 
79.4287232,13.6290273,smooth 
79.4286832,13.6290734,smooth 
79.428648,13.6291171,smooth 
79.4286163,13.6291586,smooth 
79.4285814,13.6292024,smooth 
79.4285492,13.6292386,smooth 
79.4285179,13.6292774,smooth 
79.4284852,13.6293185,smooth 
79.4284532,13.629357,smooth 
79.4284271,13.6293877,smooth 
79.4284095,13.629417,smooth 
79.4283928,13.6294515,smooth 
79.4283749,13.6294916,smooth 
79.4283653,13.6295307,smooth 
79.4283545,13.6295697,smooth 
79.4283405,13.6296094,smooth 
79.4283245,13.6296503,smooth 
79.4283041,13.6296908,smooth 
79.4282896,13.6297349,smooth 
79.4282768,13.6297819,smooth 
79.4282654,13.6298307,smooth 
79.4282535,13.6298789,smooth 
79.4282465,13.6299274,smooth 
79.428239,13.6299747,smooth 
79.4282274,13.630014,smooth 
79.4282083,13.6300565,smooth 
79.4281849,13.6301053,smooth 
79.4281628,13.6301601,smooth 
79.4281395,13.6302114,smooth 
79.4281149,13.6302657,smooth 
79.4280913,13.6303212,smooth 
79.4280684,13.6303769,smooth 
79.4280503,13.6304348,smooth 
79.4280367,13.630494,smooth 
79.4280259,13.6305504,rough one
79.4280187,13.6306049,rough one
79.4280112,13.6306576,rough one
79.4280012,13.630715,rough one
79.4279888,13.6307729,rough one
79.4279778,13.6308331,rough one
79.427967,13.6308942,rough one
79.4279523,13.6309491,rough one
79.4279403,13.6310036,rough one
79.4279331,13.6310528,rough one
79.4279318,13.6310937,rough one
79.4279247,13.6311314,rough one
79.4279122,13.6311759,rough one
79.4279001,13.6312205,rough one
79.427893,13.6312641,rough one
79.4278848,13.6313169,rough one
79.427873,13.631371,rough one
79.427862,13.6314301,rough one
79.4278515,13.6314909,rough one
79.4278416,13.6315555,rough one
79.4278375,13.6316187,rough one
79.4278358,13.6316815,rough one
79.4278233,13.6317578,rough one
79.4278184,13.6318202,rough one
79.4278202,13.6318781,rough one
79.4278213,13.631937,rough one
79.4278179,13.6319957,rough one
79.4278106,13.6320557,rough one
79.4278098,13.6321138,rough one
79.4278166,13.6321757,rough one
79.4278146,13.6322307,rough one
79.4278096,13.6322885,rough one
79.4278067,13.6323476,rough one
79.427803,13.6324075,rough one
79.4278005,13.6324636,rough one
79.427808,13.632522,rough one
79.427815,13.6325811,rough one
79.4278153,13.6326395,rough one
79.4278154,13.6326989,rough one
79.4278184,13.6327589,rough one
79.4278156,13.6328228,rough one
79.4278094,13.6328884,rough one
79.4278076,13.6329538,rough one
79.4278033,13.6330188,rough one
79.4277967,13.6330838,rough one
79.4277944,13.6331517,rough one
79.4277907,13.6332189,rough one
79.4277911,13.6332874,rough one
79.4277878,13.6333556,rough one
79.4277868,13.6334245,rough one
79.4277878,13.6334941,rough one
79.427789,13.6335628,rough one
79.4277882,13.6336329,rough one
79.4277869,13.6337038,rough one
79.4277849,13.6337746,rough one
79.4277829,13.633845,rough one
79.4277828,13.6339166,rough one
79.4277818,13.6339899,rough one
79.4277786,13.6340606,rough one
79.4277745,13.6341316,rough one
79.4277719,13.6342038,partially ok
79.4277695,13.6342781,partially ok
79.4277685,13.6343539,partially ok
79.4277692,13.6344316,partially ok
79.4277717,13.6345119,partially ok
79.4277751,13.6345937,partially ok
79.4277748,13.6346751,partially ok
79.4277761,13.634759,partially ok
79.4277778,13.6348455,partially ok
79.4277822,13.6349319,partially ok
79.4277853,13.6350181,partially ok
79.4277885,13.6351034,partially ok
79.4277931,13.6351855,partially ok
79.4277989,13.6352625,partially ok
79.4278017,13.6353378,partially ok
79.4278003,13.6354158,partially ok
79.4277992,13.6354962,partially ok
79.4277978,13.6355708,partially ok
79.4277958,13.6356409,partially ok
79.4277914,13.6357095,partially ok
79.4277903,13.6357787,partially ok
79.4277915,13.635848,partially ok
79.4277908,13.6359195,partially ok
79.4277898,13.6359921,partially ok
79.4277864,13.6360637,partially ok
79.4277826,13.6361371,partially ok
79.4277792,13.6362097,partially ok
79.4277756,13.6362811,partially ok
79.4277738,13.6363543,partially ok
79.4277722,13.6364279,partially ok
79.427771,13.6365017,partially ok
79.4277708,13.6365761,partially ok
79.4277699,13.6366492,partially ok
79.4277706,13.6367223,partially ok
79.4277677,13.6367941,partially ok
79.4277642,13.6368644,partially ok
79.427764,13.6369329,partially ok
79.4277586,13.6370018,partially ok
79.4277531,13.6370715,partially ok
79.4277495,13.6371398,partially ok
79.4277483,13.6372052,partially ok
79.4277481,13.6372705,partially ok
79.4277474,13.6373354,partially ok
79.4277444,13.637396,partially ok
79.4277401,13.6374513,partially ok
79.4277377,13.6375026,partially ok
79.4277375,13.6375518,partially ok
79.427736,13.6376001,partially ok
79.4277317,13.6376466,partially ok
79.4277309,13.637695,partially ok
79.4277325,13.637741,partially ok
79.4277336,13.6377877,partially ok
79.4277327,13.6378297,partially ok
79.4277316,13.6378708,partially ok
79.427735,13.6379078,partially ok
79.4277394,13.6379438,partially ok
79.4277422,13.6379747,partially ok
79.4277444,13.6380005,partially ok
79.4277467,13.6380237,partially ok
79.4277474,13.6380454,partially ok
79.4277475,13.6380655,smooth 
79.4277486,13.6380851,smooth 
79.4277487,13.6381043,smooth 
79.427749,13.6381205,smooth 
79.4277497,13.6381332,smooth 
79.4277506,13.6381448,smooth 
79.4277509,13.6381582,smooth 
79.427753,13.6381736,smooth 
79.4277541,13.6381865,smooth 
79.4277531,13.6381971,smooth 
